Income_level,Single_no_children,Married_no_children,Single_one_child,Married_one_child,Single_two_children,Married_two_children,Single_three_children,Married_three_children
30064,0,0,1762.567,2689.407,3504.24,4725.72,4232.74,5454.22
30065,0,0,1762.407,2689.247,3504.029,4725.509,4232.529,5454.009
30066,0,0,1762.247,2689.087,3503.818,4725.298,4232.318,5453.798
30067,0,0,1762.087,2688.927,3503.608,4725.088,4232.108,5453.588
30068,0,0,1761.928,2688.768,3503.397,4724.877,4231.897,5453.377
30069,0,0,1761.768,2688.608,3503.187,4724.667,4231.687,5453.167
30070,0,0,1761.608,2688.448,3502.976,4724.456,4231.476,5452.956
30071,0,0,1761.448,2688.288,3502.765,4724.245,4231.265,5452.745
30072,0,0,1761.288,2688.128,3502.555,4724.035,4231.055,5452.535
30073,0,0,1761.129,2687.969,3502.344,4723.824,4230.844,5452.324
30074,0,0,1760.969,2687.809,3502.134,4723.614,4230.634,5452.114
30075,0,0,1760.809,2687.649,3501.923,4723.403,4230.423,5451.903
30076,0,0,1760.649,2687.489,3501.712,4723.192,4230.212,5451.692
30077,0,0,1760.489,2687.329,3501.502,4722.982,4230.002,5451.482
30078,0,0,1760.33,2687.17,3501.291,4722.771,4229.791,5451.271
30079,0,0,1760.17,2687.01,3501.081,4722.561,4229.581,5451.061
30080,0,0,1760.01,2686.85,3500.87,4722.35,4229.37,5450.85
30081,0,0,1759.85,2686.69,3500.659,4722.139,4229.159,5450.639
30082,0,0,1759.69,2686.53,3500.449,4721.929,4228.949,5450.429
30083,0,0,1759.531,2686.371,3500.238,4721.718,4228.738,5450.218
30084,0,0,1759.371,2686.211,3500.028,4721.508,4228.528,5450.008
30085,0,0,1759.211,2686.051,3499.817,4721.297,4228.317,5449.797
30086,0,0,1759.051,2685.891,3499.606,4721.086,4228.106,5449.586
30087,0,0,1758.891,2685.731,3499.396,4720.876,4227.896,5449.376
30088,0,0,1758.732,2685.572,3499.185,4720.665,4227.685,5449.165
30089,0,0,1758.572,2685.412,3498.975,4720.455,4227.475,5448.955
30090,0,0,1758.412,2685.252,3498.764,4720.244,4227.264,5448.744
30091,0,0,1758.252,2685.092,3498.553,4720.033,4227.053,5448.533
30092,0,0,1758.092,2684.932,3498.343,4719.823,4226.843,5448.323
30093,0,0,1757.933,2684.773,3498.132,4719.612,4226.632,5448.112
30094,0,0,1757.773,2684.613,3497.922,4719.402,4226.422,5447.902
30095,0,0,1757.613,2684.453,3497.711,4719.191,4226.211,5447.691
30096,0,0,1757.453,2684.293,3497.5,4718.98,4226,5447.48
30097,0,0,1757.293,2684.133,3497.29,4718.77,4225.79,5447.27
30098,0,0,1757.134,2683.974,3497.079,4718.559,4225.579,5447.059
30099,0,0,1756.974,2683.814,3496.869,4718.349,4225.369,5446.849
30100,0,0,1756.814,2683.654,3496.658,4718.138,4225.158,5446.638
30101,0,0,1756.654,2683.494,3496.447,4717.927,4224.947,5446.427
30102,0,0,1756.494,2683.334,3496.237,4717.717,4224.737,5446.217
30103,0,0,1756.335,2683.175,3496.026,4717.506,4224.526,5446.006
30104,0,0,1756.175,2683.015,3495.816,4717.296,4224.316,5445.796
30105,0,0,1756.015,2682.855,3495.605,4717.085,4224.105,5445.585
30106,0,0,1755.855,2682.695,3495.394,4716.874,4223.894,5445.374
30107,0,0,1755.695,2682.535,3495.184,4716.664,4223.684,5445.164
30108,0,0,1755.536,2682.376,3494.973,4716.453,4223.473,5444.953
30109,0,0,1755.376,2682.216,3494.763,4716.243,4223.263,5444.743
30110,0,0,1755.216,2682.056,3494.552,4716.032,4223.052,5444.532
30111,0,0,1755.056,2681.896,3494.341,4715.821,4222.841,5444.321
30112,0,0,1754.896,2681.736,3494.131,4715.611,4222.631,5444.111
30113,0,0,1754.737,2681.577,3493.92,4715.4,4222.42,5443.9
30114,0,0,1754.577,2681.417,3493.71,4715.19,4222.21,5443.69
30115,0,0,1754.417,2681.257,3493.499,4714.979,4221.999,5443.479
30116,0,0,1754.257,2681.097,3493.288,4714.768,4221.788,5443.268
30117,0,0,1754.097,2680.937,3493.078,4714.558,4221.578,5443.058
30118,0,0,1753.938,2680.778,3492.867,4714.347,4221.367,5442.847
30119,0,0,1753.778,2680.618,3492.657,4714.137,4221.157,5442.637
30120,0,0,1753.618,2680.458,3492.446,4713.926,4220.946,5442.426
30121,0,0,1753.458,2680.298,3492.235,4713.715,4220.735,5442.215
30122,0,0,1753.298,2680.138,3492.025,4713.505,4220.525,5442.005
30123,0,0,1753.139,2679.979,3491.814,4713.294,4220.314,5441.794
30124,0,0,1752.979,2679.819,3491.604,4713.084,4220.104,5441.584
30125,0,0,1752.819,2679.659,3491.393,4712.873,4219.893,5441.373
30126,0,0,1752.659,2679.499,3491.182,4712.662,4219.682,5441.162
30127,0,0,1752.499,2679.339,3490.972,4712.452,4219.472,5440.952
30128,0,0,1752.34,2679.18,3490.761,4712.241,4219.261,5440.741
30129,0,0,1752.18,2679.02,3490.551,4712.031,4219.051,5440.531
30130,0,0,1752.02,2678.86,3490.34,4711.82,4218.84,5440.32
30131,0,0,1751.86,2678.7,3490.129,4711.609,4218.629,5440.109
30132,0,0,1751.7,2678.54,3489.919,4711.399,4218.419,5439.899
30133,0,0,1751.541,2678.381,3489.708,4711.188,4218.208,5439.688
30134,0,0,1751.381,2678.221,3489.498,4710.978,4217.998,5439.478
30135,0,0,1751.221,2678.061,3489.287,4710.767,4217.787,5439.267
30136,0,0,1751.061,2677.901,3489.076,4710.556,4217.576,5439.056
30137,0,0,1750.901,2677.741,3488.866,4710.346,4217.366,5438.846
30138,0,0,1750.742,2677.582,3488.655,4710.135,4217.155,5438.635
30139,0,0,1750.582,2677.422,3488.445,4709.925,4216.945,5438.425
30140,0,0,1750.422,2677.262,3488.234,4709.714,4216.734,5438.214
30141,0,0,1750.262,2677.102,3488.023,4709.503,4216.523,5438.003
30142,0,0,1750.102,2676.942,3487.813,4709.293,4216.313,5437.793
30143,0,0,1749.943,2676.783,3487.602,4709.082,4216.102,5437.582
30144,0,0,1749.783,2676.623,3487.392,4708.872,4215.892,5437.372
30145,0,0,1749.623,2676.463,3487.181,4708.661,4215.681,5437.161
30146,0,0,1749.463,2676.303,3486.97,4708.45,4215.47,5436.95
30147,0,0,1749.303,2676.143,3486.76,4708.24,4215.26,5436.74
30148,0,0,1749.144,2675.984,3486.549,4708.029,4215.049,5436.529
30149,0,0,1748.984,2675.824,3486.339,4707.819,4214.839,5436.319
30150,0,0,1748.824,2675.664,3486.128,4707.608,4214.628,5436.108
30151,0,0,1748.664,2675.504,3485.917,4707.397,4214.417,5435.897
30152,0,0,1748.504,2675.344,3485.707,4707.187,4214.207,5435.687
30153,0,0,1748.345,2675.185,3485.496,4706.976,4213.996,5435.476
30154,0,0,1748.185,2675.025,3485.286,4706.766,4213.786,5435.266
30155,0,0,1748.025,2674.865,3485.075,4706.555,4213.575,5435.055
30156,0,0,1747.865,2674.705,3484.864,4706.344,4213.364,5434.844
30157,0,0,1747.705,2674.545,3484.654,4706.134,4213.154,5434.634
30158,0,0,1747.546,2674.386,3484.443,4705.923,4212.943,5434.423
30159,0,0,1747.386,2674.226,3484.233,4705.713,4212.733,5434.213
30160,0,0,1747.226,2674.066,3484.022,4705.502,4212.522,5434.002
30161,0,0,1747.066,2673.906,3483.811,4705.291,4212.311,5433.791
30162,0,0,1746.906,2673.746,3483.601,4705.081,4212.101,5433.581
30163,0,0,1746.747,2673.587,3483.39,4704.87,4211.89,5433.37
30164,0,0,1746.587,2673.427,3483.18,4704.66,4211.68,5433.16
30165,0,0,1746.427,2673.267,3482.969,4704.449,4211.469,5432.949
30166,0,0,1746.267,2673.107,3482.758,4704.238,4211.258,5432.738
30167,0,0,1746.107,2672.947,3482.548,4704.028,4211.048,5432.528
30168,0,0,1745.948,2672.788,3482.337,4703.817,4210.837,5432.317
30169,0,0,1745.788,2672.628,3482.127,4703.607,4210.627,5432.107
30170,0,0,1745.628,2672.468,3481.916,4703.396,4210.416,5431.896
30171,0,0,1745.468,2672.308,3481.705,4703.185,4210.205,5431.685
30172,0,0,1745.308,2672.148,3481.495,4702.975,4209.995,5431.475
30173,0,0,1745.149,2671.989,3481.284,4702.764,4209.784,5431.264
30174,0,0,1744.989,2671.829,3481.074,4702.554,4209.574,5431.054
30175,0,0,1744.829,2671.669,3480.863,4702.343,4209.363,5430.843
30176,0,0,1744.669,2671.509,3480.652,4702.132,4209.152,5430.632
30177,0,0,1744.509,2671.349,3480.442,4701.922,4208.942,5430.422
30178,0,0,1744.35,2671.19,3480.231,4701.711,4208.731,5430.211
30179,0,0,1744.19,2671.03,3480.021,4701.501,4208.521,5430.001
30180,0,0,1744.03,2670.87,3479.81,4701.29,4208.31,5429.79
30181,0,0,1743.87,2670.71,3479.599,4701.079,4208.099,5429.579
30182,0,0,1743.71,2670.55,3479.389,4700.869,4207.889,5429.369
30183,0,0,1743.551,2670.391,3479.178,4700.658,4207.678,5429.158
30184,0,0,1743.391,2670.231,3478.968,4700.448,4207.468,5428.948
30185,0,0,1743.231,2670.071,3478.757,4700.237,4207.257,5428.737
30186,0,0,1743.071,2669.911,3478.546,4700.026,4207.046,5428.526
30187,0,0,1742.911,2669.751,3478.336,4699.816,4206.836,5428.316
30188,0,0,1742.752,2669.592,3478.125,4699.605,4206.625,5428.105
30189,0,0,1742.592,2669.432,3477.915,4699.395,4206.415,5427.895
30190,0,0,1742.432,2669.272,3477.704,4699.184,4206.204,5427.684
30191,0,0,1742.272,2669.112,3477.493,4698.973,4205.993,5427.473
30192,0,0,1742.112,2668.952,3477.283,4698.763,4205.783,5427.263
30193,0,0,1741.953,2668.793,3477.072,4698.552,4205.572,5427.052
30194,0,0,1741.793,2668.633,3476.862,4698.342,4205.362,5426.842
30195,0,0,1741.633,2668.473,3476.651,4698.131,4205.151,5426.631
30196,0,0,1741.473,2668.313,3476.44,4697.92,4204.94,5426.42
30197,0,0,1741.313,2668.153,3476.23,4697.71,4204.73,5426.21
30198,0,0,1741.154,2667.994,3476.019,4697.499,4204.519,5425.999
30199,0,0,1740.994,2667.834,3475.809,4697.289,4204.309,5425.789
30200,0,0,1740.834,2667.674,3475.598,4697.078,4204.098,5425.578
30201,0,0,1740.674,2667.514,3475.387,4696.867,4203.887,5425.367
30202,0,0,1740.514,2667.354,3475.177,4696.657,4203.677,5425.157
30203,0,0,1740.355,2667.195,3474.966,4696.446,4203.466,5424.946
30204,0,0,1740.195,2667.035,3474.756,4696.236,4203.256,5424.736
30205,0,0,1740.035,2666.875,3474.545,4696.025,4203.045,5424.525
30206,0,0,1739.875,2666.715,3474.334,4695.814,4202.834,5424.314
30207,0,0,1739.715,2666.555,3474.124,4695.604,4202.624,5424.104
30208,0,0,1739.556,2666.396,3473.913,4695.393,4202.413,5423.893
30209,0,0,1739.396,2666.236,3473.703,4695.183,4202.203,5423.683
30210,0,0,1739.236,2666.076,3473.492,4694.972,4201.992,5423.472
30211,0,0,1739.076,2665.916,3473.281,4694.761,4201.781,5423.261
30212,0,0,1738.916,2665.756,3473.071,4694.551,4201.571,5423.051
30213,0,0,1738.757,2665.597,3472.86,4694.34,4201.36,5422.84
30214,0,0,1738.597,2665.437,3472.65,4694.13,4201.15,5422.63
30215,0,0,1738.437,2665.277,3472.439,4693.919,4200.939,5422.419
30216,0,0,1738.277,2665.117,3472.228,4693.708,4200.728,5422.208
30217,0,0,1738.117,2664.957,3472.018,4693.498,4200.518,5421.998
30218,0,0,1737.958,2664.798,3471.807,4693.287,4200.307,5421.787
30219,0,0,1737.798,2664.638,3471.597,4693.077,4200.097,5421.577
30220,0,0,1737.638,2664.478,3471.386,4692.866,4199.886,5421.366
30221,0,0,1737.478,2664.318,3471.175,4692.655,4199.675,5421.155
30222,0,0,1737.318,2664.158,3470.965,4692.445,4199.465,5420.945
30223,0,0,1737.159,2663.999,3470.754,4692.234,4199.254,5420.734
30224,0,0,1736.999,2663.839,3470.544,4692.024,4199.044,5420.524
30225,0,0,1736.839,2663.679,3470.333,4691.813,4198.833,5420.313
30226,0,0,1736.679,2663.519,3470.122,4691.602,4198.622,5420.102
30227,0,0,1736.519,2663.359,3469.912,4691.392,4198.412,5419.892
30228,0,0,1736.36,2663.2,3469.701,4691.181,4198.201,5419.681
30229,0,0,1736.2,2663.04,3469.491,4690.971,4197.991,5419.471
30230,0,0,1736.04,2662.88,3469.28,4690.76,4197.78,5419.26
30231,0,0,1735.88,2662.72,3469.069,4690.549,4197.569,5419.049
30232,0,0,1735.72,2662.56,3468.859,4690.339,4197.359,5418.839
30233,0,0,1735.561,2662.401,3468.648,4690.128,4197.148,5418.628
30234,0,0,1735.401,2662.241,3468.438,4689.918,4196.938,5418.418
30235,0,0,1735.241,2662.081,3468.227,4689.707,4196.727,5418.207
30236,0,0,1735.081,2661.921,3468.016,4689.496,4196.516,5417.996
30237,0,0,1734.921,2661.761,3467.806,4689.286,4196.306,5417.786
30238,0,0,1734.762,2661.602,3467.595,4689.075,4196.095,5417.575
30239,0,0,1734.602,2661.442,3467.385,4688.865,4195.885,5417.365
30240,0,0,1734.442,2661.282,3467.174,4688.654,4195.674,5417.154
30241,0,0,1734.282,2661.122,3466.963,4688.443,4195.463,5416.943
30242,0,0,1734.122,2660.962,3466.753,4688.233,4195.253,5416.733
30243,0,0,1733.963,2660.803,3466.542,4688.022,4195.042,5416.522
30244,0,0,1733.803,2660.643,3466.332,4687.812,4194.832,5416.312
30245,0,0,1733.643,2660.483,3466.121,4687.601,4194.621,5416.101
30246,0,0,1733.483,2660.323,3465.91,4687.39,4194.41,5415.89
30247,0,0,1733.323,2660.163,3465.7,4687.18,4194.2,5415.68
30248,0,0,1733.164,2660.004,3465.489,4686.969,4193.989,5415.469
30249,0,0,1733.004,2659.844,3465.279,4686.759,4193.779,5415.259
30250,0,0,1732.844,2659.684,3465.068,4686.548,4193.568,5415.048
30251,0,0,1732.684,2659.524,3464.857,4686.337,4193.357,5414.837
30252,0,0,1732.524,2659.364,3464.647,4686.127,4193.147,5414.627
30253,0,0,1732.365,2659.205,3464.436,4685.916,4192.936,5414.416
30254,0,0,1732.205,2659.045,3464.226,4685.706,4192.726,5414.206
30255,0,0,1732.045,2658.885,3464.015,4685.495,4192.515,5413.995
30256,0,0,1731.885,2658.725,3463.804,4685.284,4192.304,5413.784
30257,0,0,1731.725,2658.565,3463.594,4685.074,4192.094,5413.574
30258,0,0,1731.566,2658.406,3463.383,4684.863,4191.883,5413.363
30259,0,0,1731.406,2658.246,3463.173,4684.653,4191.673,5413.153
30260,0,0,1731.246,2658.086,3462.962,4684.442,4191.462,5412.942
30261,0,0,1731.086,2657.926,3462.751,4684.231,4191.251,5412.731
30262,0,0,1730.926,2657.766,3462.541,4684.021,4191.041,5412.521
30263,0,0,1730.767,2657.607,3462.33,4683.81,4190.83,5412.31
30264,0,0,1730.607,2657.447,3462.12,4683.6,4190.62,5412.1
30265,0,0,1730.447,2657.287,3461.909,4683.389,4190.409,5411.889
30266,0,0,1730.287,2657.127,3461.698,4683.178,4190.198,5411.678
30267,0,0,1730.127,2656.967,3461.488,4682.968,4189.988,5411.468
30268,0,0,1729.968,2656.808,3461.277,4682.757,4189.777,5411.257
30269,0,0,1729.808,2656.648,3461.067,4682.547,4189.567,5411.047
30270,0,0,1729.648,2656.488,3460.856,4682.336,4189.356,5410.836
30271,0,0,1729.488,2656.328,3460.645,4682.125,4189.145,5410.625
30272,0,0,1729.328,2656.168,3460.435,4681.915,4188.935,5410.415
30273,0,0,1729.169,2656.009,3460.224,4681.704,4188.724,5410.204
30274,0,0,1729.009,2655.849,3460.014,4681.494,4188.514,5409.994
30275,0,0,1728.849,2655.689,3459.803,4681.283,4188.303,5409.783
30276,0,0,1728.689,2655.529,3459.592,4681.072,4188.092,5409.572
30277,0,0,1728.529,2655.369,3459.382,4680.862,4187.882,5409.362
30278,0,0,1728.37,2655.21,3459.171,4680.651,4187.671,5409.151
30279,0,0,1728.21,2655.05,3458.961,4680.441,4187.461,5408.941
30280,0,0,1728.05,2654.89,3458.75,4680.23,4187.25,5408.73
30281,0,0,1727.89,2654.73,3458.539,4680.019,4187.039,5408.519
30282,0,0,1727.73,2654.57,3458.329,4679.809,4186.829,5408.309
30283,0,0,1727.571,2654.411,3458.118,4679.598,4186.618,5408.098
30284,0,0,1727.411,2654.251,3457.908,4679.388,4186.408,5407.888
30285,0,0,1727.251,2654.091,3457.697,4679.177,4186.197,5407.677
30286,0,0,1727.091,2653.931,3457.486,4678.966,4185.986,5407.466
30287,0,0,1726.931,2653.771,3457.276,4678.756,4185.776,5407.256
30288,0,0,1726.772,2653.612,3457.065,4678.545,4185.565,5407.045
30289,0,0,1726.612,2653.452,3456.855,4678.335,4185.355,5406.835
30290,0,0,1726.452,2653.292,3456.644,4678.124,4185.144,5406.624
30291,0,0,1726.292,2653.132,3456.433,4677.913,4184.933,5406.413
30292,0,0,1726.132,2652.972,3456.223,4677.703,4184.723,5406.203
30293,0,0,1725.973,2652.813,3456.012,4677.492,4184.512,5405.992
30294,0,0,1725.813,2652.653,3455.802,4677.282,4184.302,5405.782
30295,0,0,1725.653,2652.493,3455.591,4677.071,4184.091,5405.571
30296,0,0,1725.493,2652.333,3455.38,4676.86,4183.88,5405.36
30297,0,0,1725.333,2652.173,3455.17,4676.65,4183.67,5405.15
30298,0,0,1725.174,2652.014,3454.959,4676.439,4183.459,5404.939
30299,0,0,1725.014,2651.854,3454.749,4676.229,4183.249,5404.729
30300,0,0,1724.854,2651.694,3454.538,4676.018,4183.038,5404.518
30301,0,0,1724.694,2651.534,3454.327,4675.807,4182.827,5404.307
30302,0,0,1724.534,2651.374,3454.117,4675.597,4182.617,5404.097
30303,0,0,1724.375,2651.215,3453.906,4675.386,4182.406,5403.886
30304,0,0,1724.215,2651.055,3453.696,4675.176,4182.196,5403.676
30305,0,0,1724.055,2650.895,3453.485,4674.965,4181.985,5403.465
30306,0,0,1723.895,2650.735,3453.274,4674.754,4181.774,5403.254
30307,0,0,1723.735,2650.575,3453.064,4674.544,4181.564,5403.044
30308,0,0,1723.576,2650.416,3452.853,4674.333,4181.353,5402.833
30309,0,0,1723.416,2650.256,3452.643,4674.123,4181.143,5402.623
30310,0,0,1723.256,2650.096,3452.432,4673.912,4180.932,5402.412
30311,0,0,1723.096,2649.936,3452.221,4673.701,4180.721,5402.201
30312,0,0,1722.936,2649.776,3452.011,4673.491,4180.511,5401.991
30313,0,0,1722.777,2649.617,3451.8,4673.28,4180.3,5401.78
30314,0,0,1722.617,2649.457,3451.59,4673.07,4180.09,5401.57
30315,0,0,1722.457,2649.297,3451.379,4672.859,4179.879,5401.359
30316,0,0,1722.297,2649.137,3451.168,4672.648,4179.668,5401.148
30317,0,0,1722.137,2648.977,3450.958,4672.438,4179.458,5400.938
30318,0,0,1721.978,2648.818,3450.747,4672.227,4179.247,5400.727
30319,0,0,1721.818,2648.658,3450.537,4672.017,4179.037,5400.517
30320,0,0,1721.658,2648.498,3450.326,4671.806,4178.826,5400.306
30321,0,0,1721.498,2648.338,3450.115,4671.595,4178.615,5400.095
30322,0,0,1721.338,2648.178,3449.905,4671.385,4178.405,5399.885
30323,0,0,1721.179,2648.019,3449.694,4671.174,4178.194,5399.674
30324,0,0,1721.019,2647.859,3449.484,4670.964,4177.984,5399.464
30325,0,0,1720.859,2647.699,3449.273,4670.753,4177.773,5399.253
30326,0,0,1720.699,2647.539,3449.062,4670.542,4177.562,5399.042
30327,0,0,1720.539,2647.379,3448.852,4670.332,4177.352,5398.832
30328,0,0,1720.38,2647.22,3448.641,4670.121,4177.141,5398.621
30329,0,0,1720.22,2647.06,3448.431,4669.911,4176.931,5398.411
30330,0,0,1720.06,2646.9,3448.22,4669.7,4176.72,5398.2
30331,0,0,1719.9,2646.74,3448.009,4669.489,4176.509,5397.989
30332,0,0,1719.74,2646.58,3447.799,4669.279,4176.299,5397.779
30333,0,0,1719.581,2646.421,3447.588,4669.068,4176.088,5397.568
30334,0,0,1719.421,2646.261,3447.378,4668.858,4175.878,5397.358
30335,0,0,1719.261,2646.101,3447.167,4668.647,4175.667,5397.147
30336,0,0,1719.101,2645.941,3446.956,4668.436,4175.456,5396.936
30337,0,0,1718.941,2645.781,3446.746,4668.226,4175.246,5396.726
30338,0,0,1718.782,2645.622,3446.535,4668.015,4175.035,5396.515
30339,0,0,1718.622,2645.462,3446.325,4667.805,4174.825,5396.305
30340,0,0,1718.462,2645.302,3446.114,4667.594,4174.614,5396.094
30341,0,0,1718.302,2645.142,3445.903,4667.383,4174.403,5395.883
30342,0,0,1718.142,2644.982,3445.693,4667.173,4174.193,5395.673
30343,0,0,1717.983,2644.823,3445.482,4666.962,4173.982,5395.462
30344,0,0,1717.823,2644.663,3445.272,4666.752,4173.772,5395.252
30345,0,0,1717.663,2644.503,3445.061,4666.541,4173.561,5395.041
30346,0,0,1717.503,2644.343,3444.85,4666.33,4173.35,5394.83
30347,0,0,1717.343,2644.183,3444.64,4666.12,4173.14,5394.62
30348,0,0,1717.184,2644.024,3444.429,4665.909,4172.929,5394.409
30349,0,0,1717.024,2643.864,3444.219,4665.699,4172.719,5394.199
30350,0,0,1716.864,2643.704,3444.008,4665.488,4172.508,5393.988
30351,0,0,1716.704,2643.544,3443.797,4665.277,4172.297,5393.777
30352,0,0,1716.544,2643.384,3443.587,4665.067,4172.087,5393.567
30353,0,0,1716.385,2643.225,3443.376,4664.856,4171.876,5393.356
30354,0,0,1716.225,2643.065,3443.166,4664.646,4171.666,5393.146
30355,0,0,1716.065,2642.905,3442.955,4664.435,4171.455,5392.935
30356,0,0,1715.905,2642.745,3442.744,4664.224,4171.244,5392.724
30357,0,0,1715.745,2642.585,3442.534,4664.014,4171.034,5392.514
30358,0,0,1715.586,2642.426,3442.323,4663.803,4170.823,5392.303
30359,0,0,1715.426,2642.266,3442.113,4663.593,4170.613,5392.093
30360,0,0,1715.266,2642.106,3441.902,4663.382,4170.402,5391.882
30361,0,0,1715.106,2641.946,3441.691,4663.171,4170.191,5391.671
30362,0,0,1714.946,2641.786,3441.481,4662.961,4169.981,5391.461
30363,0,0,1714.787,2641.627,3441.27,4662.75,4169.77,5391.25
30364,0,0,1714.627,2641.467,3441.06,4662.54,4169.56,5391.04
30365,0,0,1714.467,2641.307,3440.849,4662.329,4169.349,5390.829
30366,0,0,1714.307,2641.147,3440.638,4662.118,4169.138,5390.618
30367,0,0,1714.147,2640.987,3440.428,4661.908,4168.928,5390.408
30368,0,0,1713.988,2640.828,3440.217,4661.697,4168.717,5390.197
30369,0,0,1713.828,2640.668,3440.007,4661.487,4168.507,5389.987
30370,0,0,1713.668,2640.508,3439.796,4661.276,4168.296,5389.776
30371,0,0,1713.508,2640.348,3439.585,4661.065,4168.085,5389.565
30372,0,0,1713.348,2640.188,3439.375,4660.855,4167.875,5389.355
30373,0,0,1713.189,2640.029,3439.164,4660.644,4167.664,5389.144
30374,0,0,1713.029,2639.869,3438.954,4660.434,4167.454,5388.934
30375,0,0,1712.869,2639.709,3438.743,4660.223,4167.243,5388.723
30376,0,0,1712.709,2639.549,3438.532,4660.012,4167.032,5388.512
30377,0,0,1712.549,2639.389,3438.322,4659.802,4166.822,5388.302
30378,0,0,1712.39,2639.23,3438.111,4659.591,4166.611,5388.091
30379,0,0,1712.23,2639.07,3437.901,4659.381,4166.401,5387.881
30380,0,0,1712.07,2638.91,3437.69,4659.17,4166.19,5387.67
30381,0,0,1711.91,2638.75,3437.479,4658.959,4165.979,5387.459
30382,0,0,1711.75,2638.59,3437.269,4658.749,4165.769,5387.249
30383,0,0,1711.591,2638.431,3437.058,4658.538,4165.558,5387.038
30384,0,0,1711.431,2638.271,3436.848,4658.328,4165.348,5386.828
30385,0,0,1711.271,2638.111,3436.637,4658.117,4165.137,5386.617
30386,0,0,1711.111,2637.951,3436.426,4657.906,4164.926,5386.406
30387,0,0,1710.951,2637.791,3436.216,4657.696,4164.716,5386.196
30388,0,0,1710.792,2637.632,3436.005,4657.485,4164.505,5385.985
30389,0,0,1710.632,2637.472,3435.795,4657.275,4164.295,5385.775
30390,0,0,1710.472,2637.312,3435.584,4657.064,4164.084,5385.564
30391,0,0,1710.312,2637.152,3435.373,4656.853,4163.873,5385.353
30392,0,0,1710.152,2636.992,3435.163,4656.643,4163.663,5385.143
30393,0,0,1709.993,2636.833,3434.952,4656.432,4163.452,5384.932
30394,0,0,1709.833,2636.673,3434.742,4656.222,4163.242,5384.722
30395,0,0,1709.673,2636.513,3434.531,4656.011,4163.031,5384.511
30396,0,0,1709.513,2636.353,3434.32,4655.8,4162.82,5384.3
30397,0,0,1709.353,2636.193,3434.11,4655.59,4162.61,5384.09
30398,0,0,1709.194,2636.034,3433.899,4655.379,4162.399,5383.879
30399,0,0,1709.034,2635.874,3433.689,4655.169,4162.189,5383.669
30400,0,0,1708.874,2635.714,3433.478,4654.958,4161.978,5383.458
30401,0,0,1708.714,2635.554,3433.267,4654.747,4161.767,5383.247
30402,0,0,1708.554,2635.394,3433.057,4654.537,4161.557,5383.037
30403,0,0,1708.395,2635.235,3432.846,4654.326,4161.346,5382.826
30404,0,0,1708.235,2635.075,3432.636,4654.116,4161.136,5382.616
30405,0,0,1708.075,2634.915,3432.425,4653.905,4160.925,5382.405
30406,0,0,1707.915,2634.755,3432.214,4653.694,4160.714,5382.194
30407,0,0,1707.755,2634.595,3432.004,4653.484,4160.504,5381.984
30408,0,0,1707.596,2634.436,3431.793,4653.273,4160.293,5381.773
30409,0,0,1707.436,2634.276,3431.583,4653.063,4160.083,5381.563
30410,0,0,1707.276,2634.116,3431.372,4652.852,4159.872,5381.352
30411,0,0,1707.116,2633.956,3431.161,4652.641,4159.661,5381.141
30412,0,0,1706.956,2633.796,3430.951,4652.431,4159.451,5380.931
30413,0,0,1706.797,2633.637,3430.74,4652.22,4159.24,5380.72
30414,0,0,1706.637,2633.477,3430.53,4652.01,4159.03,5380.51
30415,0,0,1706.477,2633.317,3430.319,4651.799,4158.819,5380.299
30416,0,0,1706.317,2633.157,3430.108,4651.588,4158.608,5380.088
30417,0,0,1706.157,2632.997,3429.898,4651.378,4158.398,5379.878
30418,0,0,1705.998,2632.838,3429.687,4651.167,4158.187,5379.667
30419,0,0,1705.838,2632.678,3429.477,4650.957,4157.977,5379.457
30420,0,0,1705.678,2632.518,3429.266,4650.746,4157.766,5379.246
30421,0,0,1705.518,2632.358,3429.055,4650.535,4157.555,5379.035
30422,0,0,1705.358,2632.198,3428.845,4650.325,4157.345,5378.825
30423,0,0,1705.199,2632.039,3428.634,4650.114,4157.134,5378.614
30424,0,0,1705.039,2631.879,3428.424,4649.904,4156.924,5378.404
30425,0,0,1704.879,2631.719,3428.213,4649.693,4156.713,5378.193
30426,0,0,1704.719,2631.559,3428.002,4649.482,4156.502,5377.982
30427,0,0,1704.559,2631.399,3427.792,4649.272,4156.292,5377.772
30428,0,0,1704.4,2631.24,3427.581,4649.061,4156.081,5377.561
30429,0,0,1704.24,2631.08,3427.371,4648.851,4155.871,5377.351
30430,0,0,1704.08,2630.92,3427.16,4648.64,4155.66,5377.14
30431,0,0,1703.92,2630.76,3426.949,4648.429,4155.449,5376.929
30432,0,0,1703.76,2630.6,3426.739,4648.219,4155.239,5376.719
30433,0,0,1703.601,2630.441,3426.528,4648.008,4155.028,5376.508
30434,0,0,1703.441,2630.281,3426.318,4647.798,4154.818,5376.298
30435,0,0,1703.281,2630.121,3426.107,4647.587,4154.607,5376.087
30436,0,0,1703.121,2629.961,3425.896,4647.376,4154.396,5375.876
30437,0,0,1702.961,2629.801,3425.686,4647.166,4154.186,5375.666
30438,0,0,1702.802,2629.642,3425.475,4646.955,4153.975,5375.455
30439,0,0,1702.642,2629.482,3425.265,4646.745,4153.765,5375.245
