Income_level,Single_no_children,Married_no_children,Single_one_child,Married_one_child,Single_two_children,Married_two_children,Single_three_children,Married_three_children
10037,423.2745,529.38,3412.58,3412.58,4014.8,4014.8,4516.65,4516.65
10038,423.198,529.38,3412.92,3412.92,4015.2,4015.2,4517.1,4517.1
10039,423.1215,529.38,3413.26,3413.26,4015.6,4015.6,4517.55,4517.55
10040,423.045,529.38,3413.6,3413.6,4016,4016,4518,4518
10041,422.9685,529.38,3413.94,3413.94,4016.4,4016.4,4518.45,4518.45
10042,422.892,529.38,3414.28,3414.28,4016.8,4016.8,4518.9,4518.9
10043,422.8155,529.38,3414.62,3414.62,4017.2,4017.2,4519.35,4519.35
10044,422.739,529.38,3414.96,3414.96,4017.6,4017.6,4519.8,4519.8
10045,422.6625,529.38,3415.3,3415.3,4018,4018,4520.25,4520.25
10046,422.586,529.38,3415.64,3415.64,4018.4,4018.4,4520.7,4520.7
10047,422.5095,529.38,3415.98,3415.98,4018.8,4018.8,4521.15,4521.15
10048,422.433,529.38,3416.32,3416.32,4019.2,4019.2,4521.6,4521.6
10049,422.3565,529.38,3416.66,3416.66,4019.6,4019.6,4522.05,4522.05
10050,422.28,529.38,3417,3417,4020,4020,4522.5,4522.5
10051,422.2035,529.38,3417.34,3417.34,4020.4,4020.4,4522.95,4522.95
10052,422.127,529.38,3417.68,3417.68,4020.8,4020.8,4523.4,4523.4
10053,422.0505,529.38,3418.02,3418.02,4021.2,4021.2,4523.85,4523.85
10054,421.974,529.38,3418.36,3418.36,4021.6,4021.6,4524.3,4524.3
10055,421.8975,529.38,3418.7,3418.7,4022,4022,4524.75,4524.75
10056,421.821,529.38,3419.04,3419.04,4022.4,4022.4,4525.2,4525.2
10057,421.7445,529.38,3419.38,3419.38,4022.8,4022.8,4525.65,4525.65
10058,421.668,529.38,3419.72,3419.72,4023.2,4023.2,4526.1,4526.1
10059,421.5915,529.38,3420.06,3420.06,4023.6,4023.6,4526.55,4526.55
10060,421.515,529.38,3420.4,3420.4,4024,4024,4527,4527
10061,421.4385,529.38,3420.74,3420.74,4024.4,4024.4,4527.45,4527.45
10062,421.362,529.38,3421.08,3421.08,4024.8,4024.8,4527.9,4527.9
10063,421.2855,529.38,3421.42,3421.42,4025.2,4025.2,4528.35,4528.35
10064,421.209,529.38,3421.76,3421.76,4025.6,4025.6,4528.8,4528.8
10065,421.1325,529.38,3422.1,3422.1,4026,4026,4529.25,4529.25
10066,421.056,529.38,3422.44,3422.44,4026.4,4026.4,4529.7,4529.7
10067,420.9795,529.38,3422.78,3422.78,4026.8,4026.8,4530.15,4530.15
10068,420.903,529.38,3423.12,3423.12,4027.2,4027.2,4530.6,4530.6
10069,420.8265,529.38,3423.46,3423.46,4027.6,4027.6,4531.05,4531.05
10070,420.75,529.38,3423.8,3423.8,4028,4028,4531.5,4531.5
10071,420.6735,529.38,3424.14,3424.14,4028.4,4028.4,4531.95,4531.95
10072,420.597,529.38,3424.48,3424.48,4028.8,4028.8,4532.4,4532.4
10073,420.5205,529.38,3424.82,3424.82,4029.2,4029.2,4532.85,4532.85
10074,420.444,529.38,3425.16,3425.16,4029.6,4029.6,4533.3,4533.3
10075,420.3675,529.38,3425.5,3425.5,4030,4030,4533.75,4533.75
10076,420.291,529.38,3425.84,3425.84,4030.4,4030.4,4534.2,4534.2
10077,420.2145,529.38,3426.18,3426.18,4030.8,4030.8,4534.65,4534.65
10078,420.138,529.38,3426.52,3426.52,4031.2,4031.2,4535.1,4535.1
10079,420.0615,529.38,3426.86,3426.86,4031.6,4031.6,4535.55,4535.55
10080,419.985,529.38,3427.2,3427.2,4032,4032,4536,4536
10081,419.9085,529.38,3427.54,3427.54,4032.4,4032.4,4536.45,4536.45
10082,419.832,529.38,3427.88,3427.88,4032.8,4032.8,4536.9,4536.9
10083,419.7555,529.38,3428.22,3428.22,4033.2,4033.2,4537.35,4537.35
10084,419.679,529.38,3428.56,3428.56,4033.6,4033.6,4537.8,4537.8
10085,419.6025,529.38,3428.9,3428.9,4034,4034,4538.25,4538.25
10086,419.526,529.38,3429.24,3429.24,4034.4,4034.4,4538.7,4538.7
10087,419.4495,529.38,3429.58,3429.58,4034.8,4034.8,4539.15,4539.15
10088,419.373,529.38,3429.92,3429.92,4035.2,4035.2,4539.6,4539.6
10089,419.2965,529.38,3430.26,3430.26,4035.6,4035.6,4540.05,4540.05
10090,419.22,529.38,3430.6,3430.6,4036,4036,4540.5,4540.5
10091,419.1435,529.38,3430.94,3430.94,4036.4,4036.4,4540.95,4540.95
10092,419.067,529.38,3431.28,3431.28,4036.8,4036.8,4541.4,4541.4
10093,418.9905,529.38,3431.62,3431.62,4037.2,4037.2,4541.85,4541.85
10094,418.914,529.38,3431.96,3431.96,4037.6,4037.6,4542.3,4542.3
10095,418.8375,529.38,3432.3,3432.3,4038,4038,4542.75,4542.75
10096,418.761,529.38,3432.64,3432.64,4038.4,4038.4,4543.2,4543.2
10097,418.6845,529.38,3432.98,3432.98,4038.8,4038.8,4543.65,4543.65
10098,418.608,529.38,3433.32,3433.32,4039.2,4039.2,4544.1,4544.1
10099,418.5315,529.38,3433.66,3433.66,4039.6,4039.6,4544.55,4544.55
10100,418.455,529.38,3434,3434,4040,4040,4545,4545
10101,418.3785,529.38,3434.34,3434.34,4040.4,4040.4,4545.45,4545.45
10102,418.302,529.38,3434.68,3434.68,4040.8,4040.8,4545.9,4545.9
10103,418.2255,529.38,3435.02,3435.02,4041.2,4041.2,4546.35,4546.35
10104,418.149,529.38,3435.36,3435.36,4041.6,4041.6,4546.8,4546.8
10105,418.0725,529.38,3435.7,3435.7,4042,4042,4547.25,4547.25
10106,417.996,529.38,3436.04,3436.04,4042.4,4042.4,4547.7,4547.7
10107,417.9195,529.38,3436.38,3436.38,4042.8,4042.8,4548.15,4548.15
10108,417.843,529.38,3436.72,3436.72,4043.2,4043.2,4548.6,4548.6
10109,417.7665,529.38,3437.06,3437.06,4043.6,4043.6,4549.05,4549.05
10110,417.69,529.38,3437.4,3437.4,4044,4044,4549.5,4549.5
10111,417.6135,529.38,3437.74,3437.74,4044.4,4044.4,4549.95,4549.95
10112,417.537,529.38,3438.08,3438.08,4044.8,4044.8,4550.4,4550.4
10113,417.4605,529.38,3438.42,3438.42,4045.2,4045.2,4550.85,4550.85
10114,417.384,529.38,3438.76,3438.76,4045.6,4045.6,4551.3,4551.3
10115,417.3075,529.38,3439.1,3439.1,4046,4046,4551.75,4551.75
10116,417.231,529.38,3439.44,3439.44,4046.4,4046.4,4552.2,4552.2
10117,417.1545,529.38,3439.78,3439.78,4046.8,4046.8,4552.65,4552.65
10118,417.078,529.38,3440.12,3440.12,4047.2,4047.2,4553.1,4553.1
10119,417.0015,529.38,3440.46,3440.46,4047.6,4047.6,4553.55,4553.55
10120,416.925,529.38,3440.8,3440.8,4048,4048,4554,4554
10121,416.8485,529.38,3441.14,3441.14,4048.4,4048.4,4554.45,4554.45
10122,416.772,529.38,3441.48,3441.48,4048.8,4048.8,4554.9,4554.9
10123,416.6955,529.38,3441.82,3441.82,4049.2,4049.2,4555.35,4555.35
10124,416.619,529.38,3442.16,3442.16,4049.6,4049.6,4555.8,4555.8
10125,416.5425,529.38,3442.5,3442.5,4050,4050,4556.25,4556.25
10126,416.466,529.38,3442.84,3442.84,4050.4,4050.4,4556.7,4556.7
10127,416.3895,529.38,3443.18,3443.18,4050.8,4050.8,4557.15,4557.15
10128,416.313,529.38,3443.52,3443.52,4051.2,4051.2,4557.6,4557.6
10129,416.2365,529.38,3443.86,3443.86,4051.6,4051.6,4558.05,4558.05
10130,416.16,529.38,3444.2,3444.2,4052,4052,4558.5,4558.5
10131,416.0835,529.38,3444.54,3444.54,4052.4,4052.4,4558.95,4558.95
10132,416.007,529.38,3444.88,3444.88,4052.8,4052.8,4559.4,4559.4
10133,415.9305,529.38,3445.22,3445.22,4053.2,4053.2,4559.85,4559.85
10134,415.854,529.38,3445.56,3445.56,4053.6,4053.6,4560.3,4560.3
10135,415.7775,529.38,3445.9,3445.9,4054,4054,4560.75,4560.75
10136,415.701,529.38,3446.24,3446.24,4054.4,4054.4,4561.2,4561.2
10137,415.6245,529.38,3446.58,3446.58,4054.8,4054.8,4561.65,4561.65
10138,415.548,529.38,3446.92,3446.92,4055.2,4055.2,4562.1,4562.1
10139,415.4715,529.38,3447.26,3447.26,4055.6,4055.6,4562.55,4562.55
10140,415.395,529.38,3447.6,3447.6,4056,4056,4563,4563
10141,415.3185,529.38,3447.94,3447.94,4056.4,4056.4,4563.45,4563.45
10142,415.242,529.38,3448.28,3448.28,4056.8,4056.8,4563.9,4563.9
10143,415.1655,529.38,3448.62,3448.62,4057.2,4057.2,4564.35,4564.35
10144,415.089,529.38,3448.96,3448.96,4057.6,4057.6,4564.8,4564.8
10145,415.0125,529.38,3449.3,3449.3,4058,4058,4565.25,4565.25
10146,414.936,529.38,3449.64,3449.64,4058.4,4058.4,4565.7,4565.7
10147,414.8595,529.38,3449.98,3449.98,4058.8,4058.8,4566.15,4566.15
10148,414.783,529.38,3450.32,3450.32,4059.2,4059.2,4566.6,4566.6
10149,414.7065,529.38,3450.66,3450.66,4059.6,4059.6,4567.05,4567.05
10150,414.63,529.38,3451,3451,4060,4060,4567.5,4567.5
10151,414.5535,529.38,3451.34,3451.34,4060.4,4060.4,4567.95,4567.95
10152,414.477,529.38,3451.68,3451.68,4060.8,4060.8,4568.4,4568.4
10153,414.4005,529.38,3452.02,3452.02,4061.2,4061.2,4568.85,4568.85
10154,414.324,529.38,3452.36,3452.36,4061.6,4061.6,4569.3,4569.3
10155,414.2475,529.38,3452.7,3452.7,4062,4062,4569.75,4569.75
10156,414.171,529.38,3453.04,3453.04,4062.4,4062.4,4570.2,4570.2
10157,414.0945,529.38,3453.38,3453.38,4062.8,4062.8,4570.65,4570.65
10158,414.018,529.38,3453.72,3453.72,4063.2,4063.2,4571.1,4571.1
10159,413.9415,529.38,3454.06,3454.06,4063.6,4063.6,4571.55,4571.55
10160,413.865,529.38,3454.4,3454.4,4064,4064,4572,4572
10161,413.7885,529.38,3454.74,3454.74,4064.4,4064.4,4572.45,4572.45
10162,413.712,529.38,3455.08,3455.08,4064.8,4064.8,4572.9,4572.9
10163,413.6355,529.38,3455.42,3455.42,4065.2,4065.2,4573.35,4573.35
10164,413.559,529.38,3455.76,3455.76,4065.6,4065.6,4573.8,4573.8
10165,413.4825,529.38,3456.1,3456.1,4066,4066,4574.25,4574.25
10166,413.406,529.38,3456.44,3456.44,4066.4,4066.4,4574.7,4574.7
10167,413.3295,529.38,3456.78,3456.78,4066.8,4066.8,4575.15,4575.15
10168,413.253,529.38,3457.12,3457.12,4067.2,4067.2,4575.6,4575.6
10169,413.1765,529.38,3457.46,3457.46,4067.6,4067.6,4576.05,4576.05
10170,413.1,529.38,3457.8,3457.8,4068,4068,4576.5,4576.5
10171,413.0235,529.38,3458.14,3458.14,4068.4,4068.4,4576.95,4576.95
10172,412.947,529.38,3458.48,3458.48,4068.8,4068.8,4577.4,4577.4
10173,412.8705,529.38,3458.82,3458.82,4069.2,4069.2,4577.85,4577.85
10174,412.794,529.38,3459.16,3459.16,4069.6,4069.6,4578.3,4578.3
10175,412.7175,529.38,3459.5,3459.5,4070,4070,4578.75,4578.75
10176,412.641,529.38,3459.84,3459.84,4070.4,4070.4,4579.2,4579.2
10177,412.5645,529.38,3460.18,3460.18,4070.8,4070.8,4579.65,4579.65
10178,412.488,529.38,3460.52,3460.52,4071.2,4071.2,4580.1,4580.1
10179,412.4115,529.38,3460.86,3460.86,4071.6,4071.6,4580.55,4580.55
10180,412.335,529.38,3461.2,3461.2,4072,4072,4581,4581
10181,412.2585,529.38,3461.54,3461.54,4072.4,4072.4,4581.45,4581.45
10182,412.182,529.38,3461.88,3461.88,4072.8,4072.8,4581.9,4581.9
10183,412.1055,529.38,3462.22,3462.22,4073.2,4073.2,4582.35,4582.35
10184,412.029,529.38,3462.56,3462.56,4073.6,4073.6,4582.8,4582.8
10185,411.9525,529.38,3462.9,3462.9,4074,4074,4583.25,4583.25
10186,411.876,529.38,3463.24,3463.24,4074.4,4074.4,4583.7,4583.7
10187,411.7995,529.38,3463.58,3463.58,4074.8,4074.8,4584.15,4584.15
10188,411.723,529.38,3463.92,3463.92,4075.2,4075.2,4584.6,4584.6
10189,411.6465,529.38,3464.26,3464.26,4075.6,4075.6,4585.05,4585.05
10190,411.57,529.38,3464.6,3464.6,4076,4076,4585.5,4585.5
10191,411.4935,529.38,3464.94,3464.94,4076.4,4076.4,4585.95,4585.95
10192,411.417,529.38,3465.28,3465.28,4076.8,4076.8,4586.4,4586.4
10193,411.3405,529.38,3465.62,3465.62,4077.2,4077.2,4586.85,4586.85
10194,411.264,529.38,3465.96,3465.96,4077.6,4077.6,4587.3,4587.3
10195,411.1875,529.38,3466.3,3466.3,4078,4078,4587.75,4587.75
10196,411.111,529.38,3466.64,3466.64,4078.4,4078.4,4588.2,4588.2
10197,411.0345,529.38,3466.98,3466.98,4078.8,4078.8,4588.65,4588.65
10198,410.958,529.38,3467.32,3467.32,4079.2,4079.2,4589.1,4589.1
10199,410.8815,529.38,3467.66,3467.66,4079.6,4079.6,4589.55,4589.55
10200,410.805,529.38,3468,3468,4080,4080,4590,4590
10201,410.7285,529.38,3468.34,3468.34,4080.4,4080.4,4590.45,4590.45
10202,410.652,529.38,3468.68,3468.68,4080.8,4080.8,4590.9,4590.9
10203,410.5755,529.38,3469.02,3469.02,4081.2,4081.2,4591.35,4591.35
10204,410.499,529.38,3469.36,3469.36,4081.6,4081.6,4591.8,4591.8
10205,410.4225,529.38,3469.7,3469.7,4082,4082,4592.25,4592.25
10206,410.346,529.38,3470.04,3470.04,4082.4,4082.4,4592.7,4592.7
10207,410.2695,529.38,3470.38,3470.38,4082.8,4082.8,4593.15,4593.15
10208,410.193,529.38,3470.72,3470.72,4083.2,4083.2,4593.6,4593.6
10209,410.1165,529.38,3471.06,3471.06,4083.6,4083.6,4594.05,4594.05
10210,410.04,529.38,3471.4,3471.4,4084,4084,4594.5,4594.5
10211,409.9635,529.38,3471.74,3471.74,4084.4,4084.4,4594.95,4594.95
10212,409.887,529.38,3472.08,3472.08,4084.8,4084.8,4595.4,4595.4
10213,409.8105,529.38,3472.42,3472.42,4085.2,4085.2,4595.85,4595.85
10214,409.734,529.38,3472.76,3472.76,4085.6,4085.6,4596.3,4596.3
10215,409.6575,529.38,3473.1,3473.1,4086,4086,4596.75,4596.75
10216,409.581,529.38,3473.44,3473.44,4086.4,4086.4,4597.2,4597.2
10217,409.5045,529.38,3473.78,3473.78,4086.8,4086.8,4597.65,4597.65
10218,409.428,529.38,3474.12,3474.12,4087.2,4087.2,4598.1,4598.1
10219,409.3515,529.38,3474.46,3474.46,4087.6,4087.6,4598.55,4598.55
10220,409.275,529.38,3474.8,3474.8,4088,4088,4599,4599
10221,409.1985,529.38,3475.14,3475.14,4088.4,4088.4,4599.45,4599.45
10222,409.122,529.38,3475.48,3475.48,4088.8,4088.8,4599.9,4599.9
10223,409.0455,529.38,3475.82,3475.82,4089.2,4089.2,4600.35,4600.35
10224,408.969,529.38,3476.16,3476.16,4089.6,4089.6,4600.8,4600.8
10225,408.8925,529.38,3476.5,3476.5,4090,4090,4601.25,4601.25
10226,408.816,529.38,3476.84,3476.84,4090.4,4090.4,4601.7,4601.7
10227,408.7395,529.38,3477.18,3477.18,4090.8,4090.8,4602.15,4602.15
10228,408.663,529.38,3477.52,3477.52,4091.2,4091.2,4602.6,4602.6
10229,408.5865,529.38,3477.86,3477.86,4091.6,4091.6,4603.05,4603.05
10230,408.51,529.38,3478.2,3478.2,4092,4092,4603.5,4603.5
10231,408.4335,529.38,3478.54,3478.54,4092.4,4092.4,4603.95,4603.95
10232,408.357,529.38,3478.88,3478.88,4092.8,4092.8,4604.4,4604.4
10233,408.2805,529.38,3479.22,3479.22,4093.2,4093.2,4604.85,4604.85
10234,408.204,529.38,3479.56,3479.56,4093.6,4093.6,4605.3,4605.3
10235,408.1275,529.38,3479.9,3479.9,4094,4094,4605.75,4605.75
10236,408.051,529.38,3480.24,3480.24,4094.4,4094.4,4606.2,4606.2
10237,407.9745,529.38,3480.58,3480.58,4094.8,4094.8,4606.65,4606.65
10238,407.898,529.38,3480.92,3480.92,4095.2,4095.2,4607.1,4607.1
10239,407.8215,529.38,3481.26,3481.26,4095.6,4095.6,4607.55,4607.55
10240,407.745,529.38,3481.6,3481.6,4096,4096,4608,4608
